465, 309, 0.3744, 0.2487,4.0994,2.7229 
466, 310, 0.3751, 0.2494,4.1076,2.7311 
467, 311, 0.3759, 0.2502,4.1158,2.7393 
467, 311, 0.3766, 0.2509,4.1240,2.7476 
468, 312, 0.3774, 0.2517,4.1322,2.7558 
469, 313, 0.3781, 0.2524,4.1405,2.7641 
470, 314, 0.3789, 0.2532,4.1487,2.7724 
471, 315, 0.3796, 0.2539,4.1570,2.7807 
472, 316, 0.3804, 0.2547,4.1653,2.7890 
473, 317, 0.3812, 0.2555,4.1737,2.7974 
474, 318, 0.3819, 0.2562,4.1820,2.8058 
475, 319, 0.3827, 0.2570,4.1904,2.8142 
476, 320, 0.3834, 0.2578,4.1984,2.8224 
477, 321, 0.3842, 0.2585,4.2063,2.8307 
478, 322, 0.3849, 0.2593,4.2143,2.8389 
479, 323, 0.3856, 0.2600,4.2224,2.8472 
480, 324, 0.3864, 0.2608,4.2305,2.8555 
480, 325, 0.3871, 0.2615,4.2386,2.8638 
481, 326, 0.3879, 0.2623,4.2468,2.8721 
482, 327, 0.3886, 0.2631,4.2551,2.8804 
483, 327, 0.3894, 0.2638,4.2634,2.8887 
484, 328, 0.3901, 0.2646,4.2717,2.8970 
485, 329, 0.3909, 0.2653,4.2801,2.9053 
486, 330, 0.3917, 0.2661,4.2886,2.9136 
487, 331, 0.3925, 0.2668,4.2971,2.9219 
488, 332, 0.3932, 0.2676,4.3056,2.9301 
489, 333, 0.3940, 0.2684,4.3141,2.9383 
490, 334, 0.3948, 0.2691,4.3227,2.9465 
491, 335, 0.3955, 0.2698,4.3307,2.9541 
492, 336, 0.3963, 0.2705,4.3388,2.9616 
493, 337, 0.3970, 0.2712,4.3469,2.9691 
494, 337, 0.3978, 0.2719,4.3550,2.9767 
495, 338, 0.3985, 0.2725,4.3631,2.9842 
496, 339, 0.3993, 0.2732,4.3713,2.9917 
496, 340, 0.4000, 0.2739,4.3795,2.9993 
497, 341, 0.4008, 0.2746,4.3877,3.0069 
498, 342, 0.4015, 0.2753,4.3960,3.0145 
499, 343, 0.4023, 0.2760,4.4043,3.0222 
500, 343, 0.4030, 0.2767,4.4127,3.0300 
501, 344, 0.4038, 0.2775,4.4211,3.0379 
502, 345, 0.4046, 0.2782,4.4295,3.0458 
503, 346, 0.4054, 0.2789,4.4380,3.0538 
504, 347, 0.4061, 0.2797,4.4465,3.0619 
505, 348, 0.4069, 0.2804,4.4550,3.0700 
506, 349, 0.4076, 0.2811,4.4630,3.0781 
507, 350, 0.4083, 0.2819,4.4709,3.0863 
508, 351, 0.4091, 0.2827,4.4789,3.0946 
509, 352, 0.4098, 0.2834,4.4870,3.1028 
510, 353, 0.4105, 0.2842,4.4950,3.1112 
510, 354, 0.4113, 0.2849,4.5032,3.1196 
511, 355, 0.4120, 0.2857,4.5113,3.1279 
512, 356, 0.4128, 0.2865,4.5196,3.1364 
513, 356, 0.4135, 0.2872,4.5279,3.1447 
514, 357, 0.4143, 0.2880,4.5362,3.1531 
515, 358, 0.4150, 0.2888,4.5446,3.1615 
516, 359, 0.4158, 0.2895,4.5531,3.1698 
517, 360, 0.4166, 0.2903,4.5616,3.1780 
518, 361, 0.4173, 0.2910,4.5702,3.1862 
519, 362, 0.4181, 0.2918,4.5788,3.1943 
520, 363, 0.4189, 0.2925,4.5874,3.2023 
521, 364, 0.4196, 0.2932,4.5956,3.2095 
522, 365, 0.4204, 0.2938,4.6038,3.2165 
523, 365, 0.4211, 0.2944,4.6121,3.2235 
524, 366, 0.4219, 0.2951,4.6203,3.2305 
525, 367, 0.4227, 0.2957,4.6286,3.2374 
526, 368, 0.4234, 0.2963,4.6369,3.2444 
527, 369, 0.4242, 0.2969,4.6452,3.2513 
527, 369, 0.4249, 0.2976,4.6535,3.2583 
528, 370, 0.4257, 0.2982,4.6618,3.2653 
529, 371, 0.4265, 0.2989,4.6701,3.2724 
530, 372, 0.4272, 0.2995,4.6785,3.2795 
531, 373, 0.4280, 0.3002,4.6868,3.2868 
532, 373, 0.4287, 0.3008,4.6950,3.2942 
533, 374, 0.4295, 0.3015,4.7033,3.3017 
534, 375, 0.4302, 0.3022,4.7115,3.3093 
535, 376, 0.4310, 0.3029,4.7197,3.3170 
536, 377, 0.4317, 0.3036,4.7271,3.3250 
537, 378, 0.4324, 0.3044,4.7345,3.3330 
538, 379, 0.4330, 0.3051,4.7419,3.3412 
538, 380, 0.4337, 0.3059,4.7492,3.3495 
539, 381, 0.4344, 0.3066,4.7566,3.3578 
540, 382, 0.4351, 0.3074,4.7641,3.3662 
541, 383, 0.4358, 0.3082,4.7716,3.3747 
542, 383, 0.4364, 0.3089,4.7791,3.3831 
543, 384, 0.4371, 0.3097,4.7868,3.3916 
543, 385, 0.4378, 0.3105,4.7945,3.4000 
544, 386, 0.4386, 0.3113,4.8023,3.4084 
545, 387, 0.4393, 0.3120,4.8103,3.4168 
546, 388, 0.4400, 0.3128,4.8183,3.4251 
547, 389, 0.4408, 0.3135,4.8265,3.4333 
548, 390, 0.4415, 0.3143,4.8348,3.4413 
549, 391, 0.4423, 0.3150,4.8432,3.4493 
550, 392, 0.4430, 0.3156,4.8513,3.4561 
551, 393, 0.4438, 0.3162,4.8596,3.4628 
552, 393, 0.4446, 0.3168,4.8680,3.4694 
553, 394, 0.4453, 0.3175,4.8764,3.4760 
554, 395, 0.4461, 0.3181,4.8850,3.4826 
555, 396, 0.4469, 0.3187,4.8937,3.4893 
556, 396, 0.4477, 0.3193,4.9025,3.4959 
557, 397, 0.4485, 0.3199,4.9114,3.5027 
558, 398, 0.4494, 0.3205,4.9204,3.5097 
559, 399, 0.4502, 0.3212,4.9295,3.5168 
560, 399, 0.4510, 0.3218,4.9386,3.5240 
561, 400, 0.4519, 0.3225,4.9477,3.5315 
562, 401, 0.4527, 0.3232,4.9569,3.5393 
563, 402, 0.4535, 0.3240,4.9661,3.5472 
564, 403, 0.4544, 0.3247,4.9753,3.5555 
565, 404, 0.4552, 0.3255,4.9844,3.5640 
566, 405, 0.4560, 0.3263,4.9927,3.5731 
567, 406, 0.4567, 0.3272,5.0010,3.5824 
568, 407, 0.4575, 0.3281,5.0093,3.5920 
569, 408, 0.4582, 0.3289,5.0175,3.6018 
570, 409, 0.4590, 0.3299,5.0258,3.6117 
571, 411, 0.4597, 0.3308,5.0340,3.6218 
572, 412, 0.4605, 0.3317,5.0422,3.6321 
572, 413, 0.4612, 0.3327,5.0504,3.6424 
573, 414, 0.4620, 0.3336,5.0586,3.6527 
574, 415, 0.4627, 0.3345,5.0668,3.6631 
575, 416, 0.4635, 0.3355,5.0751,3.6733 
576, 418, 0.4643, 0.3364,5.0834,3.6836 
577, 419, 0.4650, 0.3373,5.0917,3.6936 
578, 420, 0.4658, 0.3382,5.1000,3.7036 
579, 421, 0.4665, 0.3391,5.1083,3.7133 
580, 422, 0.4673, 0.3400,5.1167,3.7228 
581, 423, 0.4680, 0.3407,5.1246,3.7309 
582, 424, 0.4687, 0.3415,5.1325,3.7387 
583, 425, 0.4695, 0.3422,5.1405,3.7463 
584, 426, 0.4702, 0.3428,5.1485,3.7537 
585, 426, 0.4709, 0.3435,5.1566,3.7610 
585, 427, 0.4717, 0.3442,5.1647,3.7681 
586, 428, 0.4724, 0.3448,5.1729,3.7750 
587, 429, 0.4732, 0.3454,5.1811,3.7819 
588, 429, 0.4739, 0.3460,5.1894,3.7888 
589, 430, 0.4747, 0.3467,5.1978,3.7956 
590, 431, 0.4755, 0.3473,5.2062,3.8024 
591, 432, 0.4763, 0.3479,5.2147,3.8092 
592, 433, 0.4770, 0.3486,5.2232,3.8162 
593, 433, 0.4778, 0.3492,5.2318,3.8232 
594, 434, 0.4786, 0.3498,5.2404,3.8303 
595, 435, 0.4794, 0.3505,5.2490,3.8375 
596, 436, 0.4801, 0.3512,5.2569,3.8451 
597, 437, 0.4809, 0.3519,5.2649,3.8528 
598, 438, 0.4816, 0.3526,5.2728,3.8606 
599, 439, 0.4823, 0.3533,5.2808,3.8686 
600, 439, 0.4831, 0.3541,5.2889,3.8768 
600, 440, 0.4838, 0.3548,5.2970,3.8850 
601, 441, 0.4845, 0.3556,5.3051,3.8934 
602, 442, 0.4853, 0.3563,5.3133,3.9018 
603, 443, 0.4861, 0.3571,5.3216,3.9103 
604, 444, 0.4868, 0.3579,5.3300,3.9188 
605, 445, 0.4876, 0.3587,5.3384,3.9274 
606, 446, 0.4884, 0.3594,5.3469,3.9360 
607, 447, 0.4891, 0.3602,5.3554,3.9445 
608, 448, 0.4899, 0.3610,5.3640,3.9530 
609, 449, 0.4907, 0.3617,5.3726,3.9615 
610, 450, 0.4915, 0.3625,5.3813,3.9698 
611, 451, 0.4922, 0.3632,5.3895,3.9771 
612, 452, 0.4930, 0.3638,5.3976,3.9842 
